practice_hours,quiz_score,passed,skill_level
0.682,54.017,0,0
9.098,97.284,1,2
9.117,88.777,1,2
8.855,94.068,1,2
4.850,64.927,1,1
4.793,59.614,0,1
7.232,55.965,0,0
10.364,63.910,0,0
5.489,45.676,0,0
3.480,76.726,1,1
5.248,67.186,0,1
6.219,89.886,1,2
6.796,67.590,0,1
9.899,72.918,0,1
6.283,60.910,0,0
8.720,84.825,1,1
5.222,63.290,0,1
5.030,69.988,1,1
9.565,90.066,1,2
3.345,86.860,1,2
3.524,88.565,1,2
5.969,76.687,1,1
1.615,52.076,0,0
2.149,49.809,0,0
5.666,92.481,1,2
6.905,98.795,1,2
10.297,79.978,0,1
1.629,59.475,0,0
0.923,56.327,0,0
7.383,58.153,0,0
9.459,94.946,1,2
1.420,65.087,0,0
3.476,84.009,1,2
7.312,96.237,1,2
6.910,94.997,1,2
9.196,93.992,1,2
7.126,63.764,0,0
9.978,60.996,0,0
3.432,84.457,1,2
7.954,49.408,0,0
6.396,62.695,0,0
4.435,62.331,0,1
7.707,90.390,1,2
8.956,99.685,1,2
6.295,83.723,1,1
7.659,80.654,1,1
4.620,57.801,0,0
9.102,67.300,0,1
4.345,74.597,1,1
6.737,55.782,0,0
6.459,87.504,1,2
5.634,73.555,1,1
9.682,93.192,1,2
7.536,98.361,1,2
6.394,55.327,0,0
7.633,78.380,1,1
7.589,84.087,1,2
3.810,55.747,0,0
3.664,69.410,0,1
6.596,82.786,1,1
1.896,51.711,0,0
8.607,50.354,0,0
8.190,70.263,0,1
6.912,68.879,0,1
3.830,89.543,1,2
10.286,51.596,0,0
7.920,58.078,0,0
9.115,72.281,0,1
7.694,88.477,1,2
6.086,72.391,1,1
3.335,81.470,1,2
2.305,60.040,0,0
8.666,72.814,0,1
6.715,66.254,0,1
2.866,95.478,1,2
2.588,78.008,1,1
5.368,74.265,1,1
6.848,97.069,1,2
8.120,53.065,0,0
5.302,65.123,0,1
3.002,96.878,1,2
7.271,98.167,1,2
1.797,63.867,0,0
2.218,90.486,1,2
4.218,97.923,1,2
6.121,64.102,0,1
0.690,49.793,0,0
1.854,58.023,0,0
7.578,99.793,1,2
4.611,89.790,1,2
4.970,50.258,0,0
5.218,92.637,1,2
2.251,59.537,0,0
10.150,60.729,0,0
9.731,82.053,1,1
6.843,59.211,0,0
1.418,69.217,0,0
7.372,52.182,0,0
8.588,58.777,0,0
3.851,63.484,0,1
2.006,93.894,1,2
7.766,55.916,0,0
6.853,46.290,0,0
4.426,97.261,1,2
3.452,57.488,0,0
9.788,66.073,0,0
1.370,66.373,0,0
3.602,79.353,1,2
5.292,95.342,1,2
6.393,74.148,1,1
3.059,91.698,1,2
6.442,60.160,0,0
1.625,75.256,0,1
5.816,76.622,1,1
1.351,56.192,0,0
4.400,98.014,1,2
7.625,49.688,0,0
2.497,69.939,0,1
2.022,73.525,0,1
10.154,99.020,1,2
4.789,88.085,1,2
1.074,63.477,0,0
4.754,58.826,0,1
3.223,74.424,1,1
8.677,72.157,0,1
9.292,95.017,1,2
8.120,51.876,0,0
7.238,94.545,1,2
6.210,73.248,1,1
1.079,62.027,0,0
7.008,53.276,0,0
4.372,56.635,0,0
3.319,62.797,0,1
6.149,93.907,1,2
2.921,82.492,1,1
10.373,75.010,0,1
6.479,68.102,0,1
7.988,54.147,0,0
1.587,55.943,0,0
0.866,50.413,0,0
2.223,71.691,0,1
2.343,72.900,0,1
6.004,53.388,0,0
7.059,51.135,0,0
9.456,58.448,0,0
1.452,75.595,0,1
5.475,85.042,1,2
7.095,75.408,1,1
4.663,64.090,0,1
1.222,65.956,0,0
1.465,88.740,1,2
0.590,73.643,0,1
3.712,83.165,1,2
2.105,55.207,0,0
9.994,61.330,0,0
6.807,60.254,0,0
1.479,56.629,0,0
7.155,99.102,1,2
5.545,63.007,0,1
8.804,91.465,1,2
2.384,50.741,0,0
3.968,49.616,0,0
5.388,93.142,1,2
5.616,95.012,1,2
1.932,85.127,1,1
8.805,79.643,1,1
2.078,55.124,0,0
5.128,79.482,1,1
6.190,57.203,0,0
4.884,77.389,1,1
3.905,86.729,1,2
7.722,53.038,0,0
5.742,79.760,1,1
7.335,85.344,1,2
8.124,62.917,0,0
9.739,61.899,0,0
5.428,75.500,1,1
4.674,82.333,1,2
9.696,99.539,1,2
10.155,81.919,1,1
9.229,58.743,0,0
2.535,87.277,1,2
9.585,45.181,0,0
6.967,53.144,0,0
5.724,77.649,1,1
1.813,91.873,1,2
2.123,50.829,0,0
9.161,63.033,0,0
3.388,51.437,0,0
5.240,56.673,0,0
4.778,59.800,0,0
4.353,90.346,1,2
4.755,84.766,1,2
3.302,74.401,1,1
9.496,82.807,1,1
5.645,87.663,1,2
3.437,81.333,1,1
2.624,61.377,0,0
8.515,53.493,0,0
8.392,98.420,1,2
8.713,53.220,0,0
6.455,99.169,1,2
3.803,62.230,0,1
2.619,46.316,0,0
4.230,65.141,0,1
1.397,55.173,0,0
3.256,84.577,1,2
3.975,92.241,1,2
1.657,73.272,0,1
2.019,62.276,0,0
1.697,88.470,1,2
4.390,60.296,0,1
9.766,67.807,0,0
10.090,94.624,1,2
1.534,93.765,1,2
6.453,99.737,1,2
0.554,84.992,1,1
7.165,60.454,0,0
6.760,98.925,1,2
5.630,67.855,0,1
3.281,83.621,1,2
5.150,84.722,1,2
0.888,59.317,0,0
7.052,64.285,0,0
8.280,66.055,0,1
1.356,84.780,1,1
10.490,97.961,1,2
2.273,71.348,0,1
9.656,45.823,0,0
10.288,73.527,0,1
4.740,47.328,0,0
8.908,81.042,1,1
6.117,94.413,1,2
3.225,76.416,1,1
7.370,76.745,1,1
4.089,91.074,1,2
2.032,76.759,0,1
8.216,54.717,0,0
2.404,95.987,1,2
9.843,56.632,0,0
2.486,86.673,1,2
3.729,51.713,0,0
8.514,76.827,1,1
8.861,55.194,0,0
4.516,72.057,1,1
6.594,71.471,0,1
9.939,85.568,1,1
3.409,55.622,0,0
3.183,89.317,1,2
1.548,63.377,0,0
7.388,90.658,1,2
7.410,87.271,1,2
1.727,48.014,0,0
7.698,96.891,1,2
3.380,90.442,1,2
5.613,66.120,0,1
6.117,67.712,0,1
6.333,91.887,1,2
6.023,54.645,0,0
4.493,47.438,0,0
7.505,87.194,1,2
2.604,98.039,1,2
9.196,57.507,0,0
4.379,51.342,0,0
8.229,89.617,1,2
6.584,49.592,0,0
5.016,50.579,0,0
5.257,60.279,0,1
5.751,89.268,1,2
4.685,78.681,1,2
6.115,91.976,1,2
5.265,76.615,1,1
8.935,57.948,0,0
3.114,78.983,1,1
8.026,71.180,0,1
4.616,51.760,0,0
9.015,93.583,1,2
8.780,91.871,1,2
1.251,80.633,0,1
9.773,75.840,0,1
8.623,66.072,0,0
7.057,70.684,0,1
2.419,52.743,0,0
8.825,93.810,1,2
6.415,88.730,1,2
2.818,59.815,0,0
6.898,82.932,1,1
1.699,48.239,0,0
7.492,69.441,0,1
2.428,85.201,1,2
3.558,92.534,1,2
0.730,89.777,1,1
4.234,66.845,0,1
6.565,92.959,1,2
7.062,65.172,0,1
4.661,67.008,0,1
3.300,47.673,0,0
1.452,54.472,0,0
4.062,73.979,1,1
8.318,74.655,0,1
9.832,91.498,1,2
9.707,87.160,1,2
1.343,55.194,0,0
1.778,99.095,1,2
4.180,48.503,0,0
6.089,70.083,0,1
1.002,75.269,0,0
1.395,74.626,0,1
8.750,51.375,0,0
10.465,55.639,0,0
4.882,48.500,0,0
8.427,49.042,0,0
7.525,78.936,1,1
8.187,64.145,0,0
4.709,59.336,0,1
9.791,47.046,0,0
1.733,98.737,1,2
3.162,90.560,1,2
6.857,57.618,0,0
2.996,48.124,0,0
8.888,46.531,0,0
8.716,56.082,0,0
8.390,68.026,0,1
9.282,88.017,1,2
6.856,76.268,1,1
2.322,86.803,1,2
3.789,49.903,0,0
0.543,65.650,0,0
4.455,74.429,1,1
6.859,99.270,1,2
7.468,89.034,1,2
7.645,97.434,1,2
3.096,81.045,1,2
9.736,75.240,0,1
5.945,83.872,1,2
2.574,82.191,1,1
9.869,53.559,0,0
7.224,75.679,1,1
7.328,69.005,0,1
6.575,53.390,0,0
0.514,74.328,0,0
6.017,97.415,1,2
7.718,56.761,0,0
7.158,76.620,1,1
2.653,83.647,1,2
5.247,71.532,1,1
7.737,83.688,1,1
9.519,81.374,1,1
2.798,82.169,1,2
6.228,60.522,0,0
1.188,89.447,1,1
2.256,63.268,0,0
4.293,93.937,1,2
0.670,45.612,0,0
4.044,84.198,1,2
9.208,91.267,1,2
3.523,98.812,1,2
2.009,64.811,0,0
1.543,91.815,1,2
6.022,85.300,1,2
4.524,86.224,1,2
6.762,96.189,1,2
4.520,78.939,1,1
5.771,77.513,1,1
4.553,91.274,1,2
3.384,86.364,1,2
0.602,48.129,0,0
3.329,99.632,1,2
7.920,96.951,1,2
3.950,53.361,0,0
8.220,95.852,1,2
0.918,69.371,0,0
7.534,61.083,0,0
8.754,98.212,1,2
2.937,84.446,1,2
4.293,79.837,1,2
3.140,68.629,0,1
4.860,94.236,1,2
9.692,80.971,1,1
7.469,71.182,0,1
1.544,77.847,0,1
10.467,49.352,0,0
7.298,65.258,0,1
8.638,87.411,1,2
8.898,47.797,0,0
9.694,81.209,1,1
8.266,55.089,0,0
3.196,82.291,1,1
7.969,98.324,1,2
7.185,68.051,0,1
4.672,93.132,1,2
9.201,95.572,1,2
0.618,53.396,0,0
5.548,53.978,0,0
9.345,48.712,0,0
5.820,93.262,1,2
4.320,56.916,0,0
1.580,73.900,0,1
2.400,59.990,0,0
3.148,97.604,1,2
10.432,46.938,0,0
5.984,91.515,1,2
3.574,71.050,1,1
9.369,87.341,1,2
6.608,73.461,1,1
3.446,59.825,0,0
7.043,89.241,1,2
0.756,57.934,0,0
5.719,49.051,0,0
5.763,60.680,0,1
1.184,65.238,0,0
7.103,48.320,0,0
0.733,66.401,0,0
2.441,45.487,0,0
7.912,97.581,1,2
4.517,61.944,0,1
7.708,70.656,0,1
5.891,88.962,1,2
5.140,91.994,1,2
6.425,48.058,0,0
0.702,65.242,0,0
0.531,93.929,1,2
9.880,87.824,1,1
7.401,95.382,1,2
2.336,46.914,0,0
7.432,50.901,0,0
9.759,92.872,1,2
8.869,89.550,1,2
6.916,63.801,0,0
5.751,45.947,0,0
6.726,63.084,0,1
2.324,78.276,0,1
4.961,55.975,0,0
9.258,59.788,0,0
4.131,73.744,1,1
3.177,48.306,0,0
5.707,80.400,1,1
8.627,92.562,1,2
9.320,88.653,1,2
10.487,89.288,1,1
10.143,65.374,0,0
1.579,97.150,1,2
5.058,99.537,1,2
6.023,63.358,0,1
7.278,68.827,1,1
1.613,72.814,0,1
4.142,80.022,1,2
4.263,65.407,0,1
6.574,93.248,1,2
4.191,98.444,1,2
3.654,61.709,0,1
2.362,98.846,1,2
7.128,98.332,1,2
3.589,71.209,0,1
2.548,74.405,0,1
9.614,92.904,1,2
4.347,75.189,1,1
3.359,91.794,1,2
1.405,93.926,1,2
5.696,46.917,0,0
3.912,97.149,1,2
6.349,58.505,0,0
3.610,50.450,0,0
5.192,79.629,1,1
1.782,50.867,0,0
1.121,65.063,0,0
9.832,83.588,1,1
7.844,68.690,0,1
4.697,62.179,0,1
2.492,56.833,0,0
7.134,88.206,1,2
6.529,68.519,0,1
6.708,74.673,1,1
10.277,51.068,0,0
4.028,55.474,0,0
9.783,51.140,0,0
4.834,92.679,1,2
10.251,86.840,1,1
10.224,90.691,1,2
4.652,99.535,1,2
5.488,85.747,1,2
9.449,89.854,1,2
9.427,91.636,1,2
1.454,88.011,1,2
5.549,96.827,1,2
1.482,93.251,1,2
8.966,67.554,0,1
3.200,99.465,1,2
3.793,95.331,1,2
3.697,72.366,1,1
7.687,85.665,1,2
3.737,92.440,1,2
4.909,94.125,1,2
9.237,66.785,0,1
4.903,52.691,0,0
9.677,82.065,1,1
9.670,78.042,1,1
5.043,75.752,1,1
2.819,82.418,1,1
9.884,77.609,0,1
6.079,78.143,1,1
4.052,81.120,1,1
1.093,92.803,1,2
5.139,46.336,0,0
0.845,48.415,0,0
6.770,60.020,0,0
4.447,63.128,0,1
3.415,53.462,0,0
2.696,62.449,0,0
8.069,66.207,0,0
9.492,79.915,1,1
0.587,70.023,0,0
5.797,83.399,1,2
1.281,60.175,0,0
0.853,59.670,0,0
10.331,51.990,0,0
3.633,63.288,0,1
5.837,98.983,1,2
9.530,62.374,0,0
6.923,84.880,1,2
3.994,70.708,0,1
7.521,87.515,1,2
8.330,60.140,0,0
6.956,68.151,1,1
4.366,45.299,0,0
8.056,79.339,1,1
4.234,52.065,0,0
4.121,70.527,1,1
3.314,51.105,0,0
10.239,84.995,1,1
1.695,87.829,1,2
1.028,93.908,1,2
3.423,89.270,1,2
1.735,45.518,0,0
4.163,87.112,1,2
9.886,60.775,0,0
9.979,59.384,0,0
2.781,55.679,0,0
3.456,63.708,0,1
4.522,59.290,0,1
9.997,49.665,0,0
3.150,81.489,1,2
8.126,81.488,1,1
6.892,87.083,1,2
9.295,66.146,0,1
3.269,65.760,0,1
9.779,91.130,1,2
10.465,96.206,1,2
4.463,51.518,0,0
9.856,86.575,1,2
7.821,91.549,1,2
2.757,74.073,0,1
4.917,86.184,1,2
3.009,87.354,1,2
9.529,97.306,1,2
2.797,93.013,1,2
9.278,92.044,1,2
3.270,83.579,1,2
9.419,64.053,0,0
8.430,50.851,0,0
7.827,69.600,0,1
3.187,57.600,0,0
7.667,60.946,0,0
6.768,61.031,0,0
3.976,45.016,0,0
10.363,63.789,0,0
10.066,87.632,1,2
7.032,69.111,0,1
9.577,84.479,1,1
3.843,83.556,1,2
2.199,85.372,1,2
3.849,47.308,0,0
6.184,72.266,0,1
9.518,89.172,1,2
8.888,83.422,1,1
2.909,84.830,1,2
8.683,99.056,1,2
9.348,49.455,0,0
6.335,71.581,0,1
5.452,67.226,0,1
5.200,55.837,0,0
2.474,56.724,0,0
3.077,53.872,0,0
5.567,61.734,0,1
5.623,46.896,0,0
5.809,83.646,1,2
4.967,96.674,1,2
8.996,70.691,0,1
2.174,56.450,0,0
2.280,66.472,0,1
9.820,63.626,0,0
6.356,60.465,0,1
6.677,93.901,1,2
5.217,94.639,1,2
4.782,97.391,1,2
4.005,58.688,0,0
5.837,90.080,1,2
8.769,82.249,1,1
0.941,98.598,1,2
9.923,56.694,0,0
2.398,57.397,0,0
5.393,63.934,0,1
8.773,46.834,0,0
1.828,91.441,1,2
7.006,80.230,1,1
6.559,59.122,0,0
6.041,73.495,1,1
8.802,63.518,0,0
1.799,78.295,1,1
2.703,80.017,1,2
9.617,59.616,0,0
9.993,75.263,0,1
1.742,69.161,0,0
7.205,73.963,0,1
1.479,56.327,0,0
9.843,58.195,0,0
9.935,87.483,1,1
7.410,87.758,1,2
5.298,62.350,0,1
7.016,59.133,0,0
6.100,51.523,0,0
8.749,84.523,1,2
8.833,88.461,1,2
9.111,71.493,0,1
8.882,65.168,0,0
2.709,51.206,0,0
2.558,62.976,0,0
7.471,75.209,1,1
6.013,94.320,1,2
10.183,98.091,1,2
1.063,74.920,0,0
4.540,72.514,1,1
9.176,70.538,0,1
4.989,47.596,0,0
1.841,64.787,0,0
3.771,70.813,0,1
10.120,55.901,0,0
8.214,66.381,0,1
8.893,62.773,0,0
3.103,46.224,0,0
8.524,99.355,1,2
0.553,74.287,0,1
2.694,76.835,1,1
6.757,72.899,0,1
7.084,94.944,1,2
5.056,78.664,1,1
10.089,66.499,0,0
4.198,60.302,0,0
3.221,56.149,0,0
2.540,79.215,1,1
7.969,94.627,1,2
8.663,90.696,1,2
8.746,49.125,0,0
6.720,98.010,1,2
0.849,81.464,0,1
4.643,60.611,0,1
2.172,66.026,0,0
3.331,80.575,1,2
0.776,83.939,0,1
7.441,55.536,0,0
3.002,57.066,0,0
6.127,83.427,1,2
10.119,57.631,0,0
2.857,65.542,0,1
3.359,66.823,0,1
3.064,89.904,1,2
1.162,73.270,0,0
6.173,74.004,0,1
6.021,62.324,0,1
6.490,77.643,1,1
10.128,82.650,1,1
6.266,69.384,0,1
6.600,73.233,0,1
9.405,68.570,0,1
9.243,56.938,0,0
5.738,98.168,1,2
6.558,85.840,1,2
4.171,91.047,1,2
5.478,77.677,1,1
5.331,60.846,0,0
5.804,45.985,0,0
2.856,97.606,1,2
6.508,98.472,1,2
3.338,57.506,0,0
3.607,78.084,1,1
3.567,55.014,0,0
8.348,68.838,0,1
1.202,72.106,0,1
10.451,75.009,0,1
2.150,62.721,0,0
6.685,50.760,0,0
2.822,90.876,1,2
7.347,98.303,1,2
9.065,82.892,1,1
4.839,72.194,1,1
5.188,58.026,0,0
10.337,86.728,1,2
6.393,73.572,0,1
4.162,78.595,1,2
2.800,49.876,0,0
8.990,71.304,0,1
7.492,83.779,1,1
3.613,84.135,1,2
5.562,52.247,0,0
1.875,57.460,0,0
8.270,73.940,0,1
9.499,85.397,1,1
7.777,77.430,1,1
7.618,99.692,1,2
1.801,73.584,0,1
9.610,99.090,1,2
6.452,57.271,0,0
9.461,83.419,1,1
7.963,54.427,0,0
9.384,56.128,0,0
8.582,95.774,1,2
7.811,93.047,1,2
6.496,47.890,0,0
3.290,56.410,0,0
3.012,55.046,0,0
9.651,49.937,0,0
8.476,96.359,1,2
3.024,78.736,1,1
1.543,62.501,0,0
9.264,78.020,1,1
0.635,98.365,1,2
6.740,86.744,1,2
7.576,87.521,1,2
4.751,47.625,0,0
9.638,79.899,1,1
6.961,65.153,0,1
10.425,50.931,0,0
7.409,84.732,1,1
6.078,59.893,0,0
1.304,60.895,0,0
9.312,66.953,0,1
1.674,52.273,0,0
3.257,96.221,1,2
6.985,46.424,0,0
7.341,83.451,1,1
9.756,83.859,1,1
9.959,83.152,1,1
9.714,81.795,1,1
8.400,72.825,0,1
4.319,63.212,0,1
7.738,93.378,1,2
2.056,73.192,0,1
3.744,57.056,0,0
10.463,70.345,0,1
6.895,70.337,0,1
9.787,51.635,0,0
2.161,78.067,0,1
6.488,96.457,1,2
2.339,84.097,1,1
7.567,82.409,1,1
9.770,51.354,0,0
4.865,84.963,1,2
0.676,91.781,1,1
3.827,81.039,1,2
1.367,73.224,0,1
5.074,81.781,1,1
8.517,57.136,0,0
10.315,52.405,0,0
3.281,50.718,0,0
1.993,48.983,0,0
0.972,92.051,1,2
3.577,92.496,1,2
3.080,69.216,0,1
2.573,63.974,0,0
9.346,62.017,0,0
3.359,55.009,0,0
2.087,80.487,1,1
2.009,64.753,0,0
7.753,48.956,0,0
4.803,61.995,0,1
4.381,85.689,1,2
7.547,60.107,0,0
6.817,86.946,1,2
5.119,60.736,0,1
6.697,74.430,1,1
3.583,71.437,0,1
4.820,62.789,0,1
7.259,92.163,1,2
0.718,93.276,1,2
4.582,76.270,1,1
4.321,52.495,0,0
3.731,68.488,1,1
5.511,45.336,0,0
7.391,75.135,0,1
7.889,64.017,0,0
8.205,95.946,1,2
6.702,63.318,0,1
0.655,46.694,0,0
2.968,87.899,1,2
7.179,94.682,1,2
1.674,73.466,0,1
6.300,82.848,1,2
0.653,96.163,1,2
8.890,77.870,1,1
2.171,57.949,0,0
4.847,78.840,1,1
1.708,93.292,1,2
2.266,49.079,0,0
5.210,75.487,1,1
5.715,83.457,1,2
9.136,49.417,0,0
2.575,76.804,1,1
9.321,51.428,0,0
2.871,49.105,0,0
4.440,91.376,1,2
10.091,90.833,1,2
5.641,47.639,0,0
3.046,70.946,1,1
5.030,46.144,0,0
8.725,69.962,0,1
9.205,56.981,0,0
1.628,63.716,0,0
5.655,69.640,0,1
4.253,91.856,1,2
1.333,66.142,0,0
4.894,92.135,1,2
3.449,65.258,0,1
7.885,61.751,0,0
0.663,79.081,0,1
5.026,45.579,0,0
3.945,52.276,0,0
4.709,50.195,0,0
4.834,79.531,1,1
10.287,78.936,0,1
7.355,55.903,0,0
4.343,65.864,0,1
3.872,67.993,0,1
4.869,57.834,0,0
9.839,68.418,0,1
6.467,87.549,1,2
10.037,57.739,0,0
2.555,76.822,1,1
5.710,97.466,1,2
7.712,90.622,1,2
8.752,62.982,0,0
1.538,72.025,0,0
4.559,51.654,0,0
9.222,90.905,1,2
6.636,69.554,0,1
1.919,99.494,1,2
4.705,95.674,1,2
5.518,59.585,0,0
0.519,89.499,1,1
4.709,79.161,1,1
5.242,63.484,0,1
10.126,58.473,0,0
5.680,45.005,0,0
5.770,45.466,0,0
1.265,81.376,1,1
0.874,69.242,0,0
5.099,65.400,0,1
6.805,56.944,0,0
2.681,91.464,1,2
6.233,57.895,0,0
1.453,75.305,0,1
3.241,56.304,0,0
5.716,63.501,0,1
3.573,87.020,1,2
4.947,92.957,1,2
7.627,56.605,0,0
2.285,55.196,0,0
7.056,81.589,1,1
10.114,91.069,1,2
8.750,51.790,0,0
4.252,83.436,1,2
6.888,47.591,0,0
1.629,52.810,0,0
7.717,98.421,1,2
7.981,48.690,0,0
2.711,67.831,0,1
4.299,62.325,0,1
6.548,77.723,1,1
7.081,74.648,1,1
6.703,79.761,1,1
7.987,76.726,1,1
9.006,57.441,0,0
5.196,68.343,1,1
0.651,52.983,0,0
8.562,51.494,0,0
1.593,49.532,0,0
5.801,98.688,1,2
7.636,86.270,1,2
8.573,54.698,0,0
5.804,71.712,1,1
6.830,45.047,0,0
10.145,81.605,1,1
8.202,61.093,0,0
3.342,92.824,1,2
9.848,81.215,1,1
7.281,95.272,1,2
3.522,93.956,1,2
3.261,75.113,1,1
4.929,51.321,0,0
5.595,69.710,0,1
8.949,51.744,0,0
5.067,49.695,0,0
7.612,84.984,1,2
3.851,98.764,1,2
5.191,99.213,1,2
3.743,91.835,1,2
4.422,81.494,1,2
7.492,93.073,1,2
2.817,89.951,1,2
5.395,90.066,1,2
7.920,84.339,1,1
0.602,76.447,0,1
4.588,66.990,0,1
8.227,55.397,0,0
7.064,79.657,1,1
8.649,70.501,0,1
3.071,98.884,1,2
6.645,94.457,1,2
3.582,98.807,1,2
1.344,53.573,0,0
8.360,88.713,1,2
3.488,48.619,0,0
7.829,50.509,0,0
8.211,53.857,0,0
8.559,82.891,1,1
3.400,83.743,1,2
8.517,69.376,0,1
2.943,60.504,0,0
7.146,52.467,0,0
0.586,49.768,0,0
8.354,66.243,0,1
1.130,53.917,0,0
7.683,57.320,0,0
6.826,56.427,0,0
1.127,87.210,1,1
6.330,47.466,0,0
7.563,51.076,0,0
8.576,55.508,0,0
10.313,72.037,0,1
2.898,56.448,0,0
4.758,90.850,1,2
4.168,65.724,0,1
7.122,85.281,1,2
2.399,61.632,0,0
6.096,52.094,0,0
2.884,59.194,0,0
2.580,52.796,0,0
8.043,85.313,1,1
5.984,99.262,1,2
8.285,49.398,0,0
7.126,62.989,0,0
9.007,60.354,0,0
5.262,51.313,0,0
0.627,58.401,0,0
10.498,92.343,1,2
2.796,93.731,1,2
8.737,70.744,0,1
2.493,73.424,0,1
5.606,98.556,1,2
3.387,80.065,1,1
7.070,66.506,0,1
1.293,83.680,1,1
1.221,68.640,0,0
5.116,75.275,1,1
8.990,98.484,1,2
5.160,60.482,0,1
1.680,77.124,0,1
10.430,95.546,1,2
1.557,82.148,1,1
3.602,98.440,1,2
6.158,67.858,0,1
3.194,53.479,0,0
7.492,57.362,0,0
4.693,81.429,1,2
8.447,71.040,0,1
1.325,97.046,1,2
8.724,61.778,0,0
9.528,73.731,0,1
3.040,68.456,0,1
2.876,49.884,0,0
9.322,82.965,1,1
4.637,86.732,1,2
4.478,83.656,1,2
6.345,79.089,1,1
5.989,86.933,1,2
8.628,73.326,0,1
7.198,75.198,1,1
7.557,52.944,0,0
4.804,45.744,0,0
5.637,81.951,1,1
9.050,61.890,0,0
9.165,49.414,0,0
6.615,64.099,0,1
6.411,80.795,1,1
3.532,94.259,1,2
5.303,86.455,1,2
2.462,89.516,1,2
5.357,61.158,0,1
1.100,56.592,0,0
3.077,45.657,0,0
3.353,97.763,1,2
5.237,98.929,1,2
7.321,64.585,0,0
1.478,64.090,0,0
6.907,82.261,1,2
8.252,92.200,1,2
2.158,46.007,0,0
1.890,75.500,0,1
1.514,92.116,1,2
6.824,69.652,1,1
4.464,93.154,1,2
0.885,74.730,0,1
1.664,67.944,0,0
4.135,78.573,1,1
1.021,92.119,1,2
8.429,73.367,0,1
2.436,67.308,0,0
8.604,55.675,0,0
0.853,83.118,1,1
3.880,67.275,0,1
9.797,62.292,0,0
2.017,57.483,0,0
0.866,57.287,0,0
8.877,64.167,0,0
8.468,85.561,1,1
5.464,88.974,1,2
1.762,53.941,0,0
3.432,88.226,1,2
4.944,82.150,1,2
10.130,61.948,0,0
2.637,61.834,0,1
7.107,97.351,1,2
7.570,74.743,1,1
9.205,93.017,1,2
7.241,71.545,0,1
4.247,47.655,0,0
4.922,67.594,0,1
5.253,68.970,0,1
6.386,70.462,0,1
5.821,92.592,1,2
1.526,71.000,0,1
8.231,55.189,0,0
4.144,93.342,1,2
6.748,53.758,0,0
3.610,52.044,0,0
4.974,62.202,0,1
10.458,49.760,0,0
0.640,68.720,0,0
6.895,61.758,0,0
2.386,94.353,1,2
10.048,80.476,1,1
8.706,70.068,0,1
8.821,92.503,1,2
8.876,72.142,0,1
3.938,93.481,1,2
5.562,78.159,1,1
9.722,73.087,0,1
5.212,85.494,1,2
9.898,72.788,0,1
8.638,51.532,0,0
5.382,62.395,0,1
5.770,54.720,0,0
5.699,61.439,0,1
3.188,97.747,1,2
3.999,60.199,0,1
4.776,55.371,0,0
5.831,74.092,1,1
9.259,63.749,0,0
5.346,98.354,1,2
6.086,88.133,1,2
7.570,94.706,1,2
8.494,59.406,0,0
10.227,57.528,0,0
7.888,65.963,0,0
6.488,82.825,1,2
7.671,54.779,0,0
1.722,84.983,1,2
7.892,73.029,0,1
2.691,73.898,1,1
9.304,87.243,1,1
9.222,59.952,0,0
6.783,86.721,1,2
9.881,50.315,0,0
1.011,96.252,1,2
1.259,93.612,1,2
5.459,89.671,1,2
2.483,59.515,0,0
0.724,74.114,0,1
10.096,97.201,1,2
4.689,81.738,1,1
8.900,98.770,1,2
3.355,51.492,0,0
6.820,51.937,0,0
1.191,45.886,0,0
6.692,79.538,1,1
7.562,90.675,1,2
6.672,58.806,0,0
5.310,90.795,1,2
7.885,67.577,0,1
2.753,75.476,1,1
7.248,55.742,0,0
3.369,46.456,0,0
1.152,74.350,0,1
4.244,61.962,0,1
8.025,99.288,1,2
2.156,89.342,1,2
8.250,98.969,1,2
4.075,58.545,0,1
5.420,87.821,1,2
1.195,98.825,1,2
2.173,56.585,0,0
7.161,64.064,0,0
9.640,78.158,0,1
3.170,90.633,1,2
7.383,47.848,0,0
9.298,68.089,0,1
8.961,54.219,0,0
10.016,67.819,0,0
1.581,49.680,0,0
7.185,95.008,1,2
3.415,55.817,0,0
0.927,97.846,1,2
5.491,86.133,1,2
10.075,97.678,1,2
3.951,56.311,0,0
3.117,57.319,0,0
10.409,72.050,0,1
7.216,58.825,0,0
2.072,84.063,1,1
0.707,48.508,0,0
1.323,52.864,0,0
1.324,96.043,1,2
9.366,58.521,0,0
7.528,92.943,1,2
2.317,90.147,1,2
4.835,86.902,1,2
4.992,96.698,1,2
9.137,75.782,1,1
10.235,46.207,0,0
0.586,61.657,0,0
0.769,66.575,0,0
6.631,61.534,0,1
1.047,72.002,0,0
4.644,92.354,1,2
6.876,71.833,0,1
5.662,93.923,1,2
2.357,46.292,0,0
3.370,46.341,0,0
5.897,69.805,0,1
2.025,73.250,0,1
9.797,57.943,0,0
3.036,62.378,0,0
8.947,95.291,1,2
2.460,94.483,1,2
5.494,53.376,0,0
8.696,97.991,1,2
7.143,76.492,1,1
1.850,76.284,1,1
3.084,49.924,0,0
4.330,51.282,0,0
5.555,50.033,0,0
10.158,61.445,0,0
3.991,68.328,0,1
4.110,69.765,1,1
5.874,99.679,1,2
2.781,91.345,1,2
